;proceedings:ID;address:string;author:string[];booktitle:string;cite:string[];cite-label:string[];editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string;isbn:string[];isbn-type:string[];journal:string;key:string;mdate:date;note:string[];note-type:string;number:string;pages:string;publisher:string[];publisher-href:string;publtype:string;school:string;series:string[];series-href:string[];sub:string;sup:string[];title:string;url:string[];volume:string;year:int
40754;8329702;;;BADGERS@EuroSys;;;Engin Kirda|Thorsten Holz;;https://doi.org/10.1145/1978672;;;978-1-4503-0768-0;;;conf/badgers/2011;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the First Workshop on Building Analysis Datasets and Gathering Experience Returns for Security, BADGERS@EuroSys 2011, Salzburg, Austria, April 10, 2011;db/conf/badgers/badgers2011.html;;2011
41297;8371191;;;ICAASE;;;Faiza Belala|Ramdane Maamri;;http://ceur-ws.org/Vol-2326|https://nbn-resolving.org/urn:nbn:de:0074-2326-1;oa;;;;;conf/icaase/2018;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 3rd International Conference on Advanced Aspects of Software Engineering, ICAASE 2018, Constantine, Algeria, December 1-2, 2018.;db/conf/icaase/icaase2018.html;2326;2019
16167;6871961;;;ZEUS;;;Thomas M. Prinz|Thomas S. Heinze;;http://ceur-ws.org/Vol-1360|https://nbn-resolving.org/urn:nbn:de:0074-1360-0;oa;;;;;conf/zeus/2015;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 7th Central European Workshop on Services and their Composition, ZEUS 2015, Jena, Germany, February 19-20, 2015.;db/conf/zeus/zeus2015.html;1360;2015
231;1622978;;;ML/OCaml;;;Gabriel Scherer|Sam Lindley;;http://arxiv.org/abs/1905.05909|https://doi.org/10.4204/EPTCS.294;oa|oa;;;;;journals/corr/abs-1905-05909;2019-05-29;;;;;;;;;EPTCS;db/series/eptcs/index.html;;;Proceedings ML Family / OCaml Users and Developers workshops, ML/OCaml 2017, Oxford, UK, 7th September 2017.;db/series/eptcs/eptcs294.html;294;2019
26521;7478682;;;AADEBUG;;;Mariam Kamkar;;http://www.ep.liu.se/ea/cis/1997/009/|http://www.ep.liu.se/ecp/contents.asp?issue=001;;;;;;conf/aadebug/1997;2019-09-07;;;009;;Linköping University Electronic Press;;;;Linköping Electronic Articles in Computer and Information Science;;;;Proceedings of the Third International Workshop on Automated Debugging, AADEBUG 1997, Linköping, Sweden, May 26-27, 1997;db/conf/aadebug/aadebug97.html;2;1997
13351;6699794;;;WCRE;;;;;http://www.computer.org/csdl/proceedings/wcre/1998/8967/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/5867/proceeding;;;0-8186-8967-6;;;conf/wcre/1998;2019-10-16;;;;;IEEE Computer Society;;;;;;;;5th Working Conference on Reverse Engineering, WCRE '98, Honolulu, Hawai, USA, October 12-14, 1998;db/conf/wcre/wcre1998.html;;1998
23761;7321547;;;IHM;;;Géry Casiez|Olivier Chapuis|Stéphane Conversy|Thomas Pietrzak;;http://dl.acm.org/citation.cfm?id=2670444;;;978-1-4503-2935-4;;;conf/ihm/2014;2015-04-23;;;;;ACM;;;;;;;;Proceedings of the 26th Conference on l'Interaction Homme-Machine, Villeneuve d'Ascq, France, October 28-31, 2014;db/conf/ihm/ihm2014.html;;2014
38363;8215929;;;ACE;;;Sebastián Dormido 0001;;http://ace2013.group.shef.ac.uk/|http://www.ifac-papersonline.net/Advances_in_Control_Education/10th_IFAC_Symposium_Advances_in_Control_Education__2013/index.html;;;978-3-902823-43-4;;;conf/sace/2013;2018-08-03;;;;;International Federation of Automatic Control;;;;;;;;10th IFAC Symposium on Advances in Control Education, ACE 2013, Sheffield, United Kingdom, August 28-30, 2013.;db/conf/sace/sace2013.html;;2013
21506;7182314;;;PODS;;;Alin Deutsch|Catriel Beeri;;http://dl.acm.org/citation.cfm?id=1055558;;;1-58113-858-X;;;conf/pods/2004;2012-05-23;;;;;ACM;;;;;;;;Proceedings of the Twenty-third ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems, June 14-16, 2004, Paris, France;db/conf/pods/pods2004.html;;2004
34031;7957591;;;IWPT;;;;;https://aclanthology.org/W15-2200/|https://aclanthology.org/volumes/W15-22/|https://doi.org/10.18653/v1/W15-22;oa|oa|oa;;978-1-932432-04-6;;;conf/iwpt/2015;2021-08-09;;;;;Association for Computational Linguistics;;;;;;;;Proceedings of the 14th International Conference on Parsing Technologies, IWPT 2015, Bilbao, Spain, July 5-7, 2015;db/conf/iwpt/iwpt2015.html;;2015
44014;8495102;;;International KEYSTONE Conference;;;Alexandre Miguel Pinto|Francesco Guerra 0001|Geert-Jan Houben|Jorge Cardoso 0001|Yannis Velegrakis;0000-0001-6864-568X|0000-0001-8992-3466|0000-0003-0577-0939;https://doi.org/10.1007/978-3-319-27932-9|https://www.wikidata.org/entity/Q62045796;;;978-3-319-27931-2;;;conf/cost/2015ikc;2022-02-03;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Semantic Keyword-Based Search on Structured Data Sources - First COST Action IC1302 International KEYSTONE Conference, IKC 2015, Coimbra, Portugal, September 8-9, 2015. Revised Selected Papers;db/conf/cost/ikc2015.html;9398;2015
36522;8106625;;;ICINCO-ICSO;;;Jean-Louis Ferrier|Joaquim Filipe|José Dias Pereira|Juan Andrade-Cetto;;;;;972-8865-59-7;;;conf/icinco/2006icso;2007-07-11;;;;;INSTICC Press;;;;;;;;ICINCO 2006, Proceedings of the Third International Conference on Informatics in Control, Automation and Robotics, Intelligent Control Systems and Optimization, Setúbal, Portugal, August 1-5, 2006;db/conf/icinco/icinco2006-icso.html;;2006
44;247452;;;Trans. Edutainment;;;Adrian David Cheok|Maiga Chang|Mingmin Zhang|Wolfgang Müller 0004|Zhigeng Pan;;https://doi.org/10.1007/978-3-642-31439-1;;;978-3-642-31438-4;;;journals/tedu/2012-8;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Transactions on Edutainment VIII;db/journals/tedu/tedu8.html;7220;2012
34470;7983761;;;HuFaMo@MoDELS;;;Harald Störrle|Michel Chaudron|Miguel Goulão|Vasco Amaral 0001;;http://ceur-ws.org/Vol-1522|https://nbn-resolving.org/urn:nbn:de:0074-1522-0;oa;;;;;conf/models/2015hufamo;2021-04-26;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the First International Workshop on Human Factors in Modeling co-located with ACM/IEEE 18th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2015), Ottawa, Canada, September 28, 2015.;db/conf/models/hufamo2015.html;1522;2015
41289;8371060;;;CATS;;;Alex Potanin|Taso Viglas;;http://crpit.scem.westernsydney.edu.au/Vol109.html;oa;;978-1-920682-90-3;;;conf/cats/2010;2021-02-08;;;;;Australian Computer Society;;;;CRPIT;db/series/crpit/index.html;;;Theory of Computing 2010, CATS 2010, Brisbane, Australia, January 2010;db/conf/cats/cats2010.html;109;2010
15031;6806186;;;HPCNCS;;;Laurence Tianruo Yang|Mislav Grgic|Naphtali Rishe;;;;;978-1-60651-004-9;;;conf/hpcncs/2008;2008-08-15;;;;;ISRST;;;;;;;;International Conference on High Performance Computing, Networking and Communication Systems, HPCNCS-08, Orlando, Florida, USA, July 7-10, 2008;db/conf/hpcncs/hpcncs2008.html;;2008
21388;7177028;;;ICSH;;;Chunxiao Xing|Daniel Zeng|Hsinchun Chen|Xiangbin Yan;;https://doi.org/10.1007/978-3-030-34482-5;;;978-3-030-34481-8|978-3-030-34482-5;;;conf/icsh/2019;2019-11-22;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Smart Health - International Conference, ICSH 2019, Shenzhen, China, July 1-2, 2019, Proceedings;db/conf/icsh/icsh2019.html;11924;2019
3490;6022318;;;ICFEM;;;Jing Sun 0002|Meng Sun 0002;;https://doi.org/10.1007/978-3-030-02450-5;;;978-3-030-02449-9|978-3-030-02450-5;;;conf/icfem/2018;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Formal Methods and Software Engineering - 20th International Conference on Formal Engineering Methods, ICFEM 2018, Gold Coast, QLD, Australia, November 12-16, 2018, Proceedings;db/conf/icfem/icfem2018.html;11232;2018
7955;6282981;;;DEBS;;;Bettina Kemme|Julien Gascon-Samson|Kaiwen Zhang 0001|Khuzaima Daudjee;;https://doi.org/10.1145/3401025;;;978-1-4503-8028-7;;;conf/debs/2020;2020-07-17;;;;;ACM;;;;;;;;DEBS '20: The 14th ACM International Conference on Distributed and Event-based Systems, Montreal, Quebec, Canada, July 13-17, 2020;db/conf/debs/debs2020.html;;2020
19972;7109558;;;Canadian Conference on AI;;;Bruce Spencer|Robin Cohen;;https://doi.org/10.1007/3-540-47922-8;;;3-540-43724-X;;;conf/ai/2002;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Advances in Artificial Intelligence, 15th Conference of the Canadian Society for Computational Studies of Intelligence, AI 2002, Calgary, Canada, May 27-29, 2002, Proceedings;db/conf/ai/ai2002.html;2338;2002
24672;7401783;;;AISB;;;;;;;;;;;conf/ecai/1976;2019-07-26;;;;;;;;;;;;;Proceedings of the Summer Conference on Artificial Intelligence and Simulation of Behaviour, Edinburgh, UK, 12th - 14 July 1976;db/conf/ecai/ecai76.html;;1976
24715;7403589;;;FBT;;;Jens Grabowski|Stefan Heymer;;;;;3-8265-7491-5;;;conf/fbt/2000;2003-03-27;;;;;Verlag Shaker;;;;;;;;Formale Beschreibungstechniken für verteilte Systeme, 10. GI/ITG-Fachgespräch, Lübeck, Juni 2000;db/conf/fbt/fbt2000.html;;2000
8179;6331927;;;VTC;;;;;https://ieeexplore.ieee.org/xpl/conhome/1129/proceeding;;;0-7803-1927-3;;;conf/vtc/1994;2021-12-20;;;;;IEEE;;;;;;;;Proceedings of 44th IEEE Vehicular Technology Conference: Creating Tomorrow's Mobile Systems, VTC 1994, 8-10 June 1994, Stockholm, Sweden;db/conf/vtc/vtc1994.html;;1994
37557;8175109;;;SCN;;;Carlo Blundo|Stelvio Cimato;;https://doi.org/10.1007/b105083;;;3-540-24301-1;;;conf/scn/2004;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Security in Communication Networks, 4th International Conference, SCN 2004, Amalfi, Italy, September 8-10, 2004, Revised Selected Papers;db/conf/scn/scn2004.html;3352;2005
34831;8018613;;;FSKD;;;Lipo Wang|Saman K. Halgamuge|Xin Yao 0001;;;;;981-04-7520-9;;;conf/fskd/2002;2017-05-22;;;;;;;;;;;;;FSDK'02, Proceedings of the 1st International Conference on Fuzzy Systems and Knowledge Discovery: Computational Intelligence for the E-Age, 2 Volumes, November 18-22, 2002, Orchid Country Club, Singapore;db/conf/fskd/fskd2002.html;;2002
15931;6861640;;;IRCDL;;;Costantino Thanos|Floriana Esposito|Maristella Agosti;;;;;;;;conf/ircdl/2008;2008-09-14;;;;;DELOS: an Association for Digital Libraries;;;;;;;;Post-proceedings of the Forth Italian Research Conference on Digital Library Systems, IRCDL 2008, Padova, Italy, 24-25 January 2008;db/conf/ircdl/ircdl2008.html;;2008
35835;8068855;;;ICCSA (3);;;Ana Maria A. C. Rocha|Beniamino Murgante|Bernady O. Apduhan|Carmelo Maria Torre|Chiara Garau|David Taniar|Eufemia Tarantino|Ivan Blecic|Osvaldo Gervasi|Sanjay Misra|Yeliz Karaca;0000-0001-8679-2886|0000-0001-8725-6719|0000-0002-2468-0771|0000-0002-3556-9331|0000-0002-4446-6705|0000-0002-6239-5402|0000-0002-8862-3960|0000-0003-2409-5959|0000-0003-4327-520X|0000-0003-4737-6040;https://doi.org/10.1007/978-3-030-58808-3;;;978-3-030-58807-6|978-3-030-58808-3;;;conf/iccsa/2020-3;2020-09-29;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Computational Science and Its Applications - ICCSA 2020 - 20th International Conference, Cagliari, Italy, July 1-4, 2020, Proceedings, Part III;db/conf/iccsa/iccsa2020-3.html;12251;2020
17478;6951170;;;HotSDN@SIGCOMM;;;Jennifer Rexford|Nick Feamster;;https://doi.org/10.1145/2342441;;;978-1-4503-1477-0;;;conf/sigcomm/2012hotsdn;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the first workshop on Hot topics in software defined networks, HotSDN@SIGCOMM 2012, Helsinki, Finland, August 13, 2012;db/conf/sigcomm/hotsdn2012.html;;2012
5184;6140469;;;ICNCC;;;;;https://dl.acm.org/citation.cfm?id=3301326;;;978-1-4503-6553-6;;;conf/icncc/2018;2019-03-14;;;;;ACM;;;;;;;;Proceedings of the VII International Conference on Network, Communication and Computing, ICNCC 2018, Taipei City, Taiwan, December 14-16, 2018;db/conf/icncc/icncc2018.html;;2018
11088;6507737;;;GameSec;;;Linda Bushnell|Radha Poovendran|Tamer Basar;;https://doi.org/10.1007/978-3-030-01554-1;;;978-3-030-01553-4|978-3-030-01554-1;;;conf/gamesec/2018;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Decision and Game Theory for Security - 9th International Conference, GameSec 2018, Seattle, WA, USA, October 29-31, 2018, Proceedings;db/conf/gamesec/gamesec2018.html;11199;2018
48369;8773542;;;COOS@AAMAS;;;Henry Hexmoor|Saad Alqithami;;http://ceur-ws.org/Vol-1569|https://nbn-resolving.org/urn:nbn:de:0074-1569-2;oa;;;;;conf/atal/2015coos;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 3rd International Workshop on Collaborative Online Organizations, COOS 2016, co-located with the 14th International Conference on Autonomous Agents and Multi-Agent Systems, AAMAS 2015, Istanbul, Turkey, May 4, 2015.;db/conf/atal/coos2015.html;1569;2016
34741;8007518;;;HICSS;;;;;http://www.computer.org/csdl/proceedings/hicss/2002/index.html|https://ieeexplore.ieee.org/xpl/conhome/7798/proceeding;;;0-7695-1435-9;;;conf/hicss/2002;2019-10-16;;;;;IEEE Computer Society;;;;;;;;35th Hawaii International Conference on System Sciences (HICSS-35 2002), CD-ROM / Abstracts Proceedings, 7-10 January 2002, Big Island, HI, USA;db/conf/hicss/hicss2002.html;;2002
25065;7421593;;;IWCTS@SIGSPATIAL;;;;;https://doi.org/10.1145/3151547;;;;;;conf/gis/2017iwcts;2018-11-21;;;;;ACM;;;;;;;;Proceedings of the 10th ACM SIGSPATIAL Workshop on Computational Transportation Science, IWCTS@SIGSPATIAL 2017, Redondo Beach, CA, USA, November 7, 2017;db/conf/gis/iwcts2017.html;;2017
2675;5990526;;;AusDM;;;David Stirling|Graham Williams|Kok-Leong Ong|Lianhua Chi|Lin Liu 0003|Yee Ling Boo;;https://doi.org/10.1007/978-981-13-0292-3;;;978-981-13-0291-6|978-981-13-0292-3;;;conf/ausdm/2017;2019-03-10;;;;;Springer;;;;Communications in Computer and Information Science;db/series/ccis/index.html;;;Data Mining - 15th Australasian Conference, AusDM 2017, Melbourne, VIC, Australia, August 19-20, 2017, Revised Selected Papers;db/conf/ausdm/ausdm2017.html;845;2018
35834;8068739;;;ICCSA (6);;;Beniamino Murgante|Bernady O. Apduhan|David Taniar|Hong-Quang Nguyen|Osvaldo Gervasi|Sanjay Misra;;http://www.computer.org/csdl/proceedings/iccsa/2013/5045/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/6679925/proceeding;;;978-0-7695-5045-9;;;conf/iccsa/2013-6;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Computational Science and Its Applications - ICCSA 2013 - 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings, Part VI;db/conf/iccsa/iccsa2013-6.html;;2013
30785;7742911;;;CASES;;;Preeti Ranjan Panda|Ümit Y. Ogras;;https://doi.org/10.1145/3451939;;;978-1-4503-8378-3;;;conf/cases/2021;2021-12-09;;;;;ACM;;;;;;;;CASES '21: Proceedings of the 2021 International Conference on Compilers, Architectures, and Synthesis for Embedded Systems, Virtual Event, October 8 - 15, 2021;db/conf/cases/cases2021.html;;2021
29809;7695274;;;CLEF (2);;;Barbara Caputo|Carol Peters|Gareth J. F. Jones|Henning Müller|Jayashree Kalpathy-Cramer|Julio Gonzalo|Theodora Tsikrika;0000-0003-4148-9028;https://doi.org/10.1007/978-3-642-15751-6;;;978-3-642-15750-9;;;conf/clef/2009-2;2021-10-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Multilingual Information Access Evaluation II. Multimedia Experiments - 10th Workshop of the Cross-Language Evaluation Forum, CLEF 2009, Corfu, Greece, September 30 - October 2, 2009, Revised Selected Papers;db/conf/clef/clef2009-2.html;6242;2010
31853;7818650;;;EEE;;;;;http://www.computer.org/csdl/proceedings/eee/2004/2073/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/9045/proceeding;;;0-7695-2073-1;;;conf/eee/2004;2019-10-16;;;;;IEEE Computer Society;;;;;;;;2004 IEEE International Conference on e-Technology, e-Commerce, and e-Services (EEE 04), 29-31 March 2004, Taipei, Taiwan;db/conf/eee/eee2004.html;;2004
7299;6242615;;;CNS;;;;;https://ieeexplore.ieee.org/xpl/conhome/7336674/proceeding;;;978-1-4673-7876-5;;;conf/cns/2015;2019-10-16;;;;;IEEE;;;;;;;;2015 IEEE Conference on Communications and Network Security, CNS 2015, Florence, Italy, September 28-30, 2015;db/conf/cns/cns2015.html;;2015
17261;6941404;;;CompSysTech;;;Angel Smrikarov|Boris Rachev;;https://doi.org/10.1145/2983468;;;978-1-4503-4182-0;;;conf/compsystech/2016;2018-11-06;;;;;ACM;;;;;;;;Proceedings of the 17th International Conference on Computer Systems and Technologies, CompSysTech 2016, Palermo, Italy, June 23-24, 2016;db/conf/compsystech/compsystech2016.html;;2016
14871;6797905;;;EMBC;;;;;https://ieeexplore.ieee.org/xpl/conhome/6320834/proceeding;;;978-1-4244-4119-8;;;conf/embc/2012;2019-10-16;;;;;IEEE;;;;;;;;Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBC 2012, San Diego, CA, USA, August 28 - September 1, 2012;db/conf/embc/embc2012.html;;2012
3917;6035927;;;Geographic Privacy-Aware Knowledge Discovery and Delivery;;;Bart Kuijpers|Dino Pedreschi|Stefano Spaccapietra|Yücel Saygin;;http://drops.dagstuhl.de/portals/08471/;oa;;;;;conf/dagstuhl/2008P8471;2021-06-10;;;;;Schloss Dagstuhl - Leibniz-Zentrum für Informatik, Germany;;;;Dagstuhl Seminar Proceedings;db/series/dagstuhl/index.html;;;Geographic Privacy-Aware Knowledge Discovery and Delivery, 16.11. - 21.11.2008;db/conf/dagstuhl/P8471.html;08471;2008
20020;7112008;;;MIWAI;;;Kok Wai Wong|Rapeeporn Chamchong;;https://doi.org/10.1007/978-3-030-33709-4;;;978-3-030-33708-7|978-3-030-33709-4;;;conf/miwai/2019;2019-11-07;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Multi-disciplinary Trends in Artificial Intelligence - 13th International Conference, MIWAI 2019, Kuala Lumpur, Malaysia, November 17-19, 2019, Proceedings;db/conf/miwai/miwai2019.html;11909;2019
40473;8315788;;;JSOS@ICSE;;;;;https://ieeexplore.ieee.org/xpl/conhome/7959794/proceeding|https://www.computer.org/csdl/proceedings/jsos/2017/2799/00/index.html;;;978-1-5386-2799-0;;;conf/icse/2017jsos;2019-10-16;;;;;IEEE Computer Society;;;;;;;;2017 IEEE/ACM Joint 5th International Workshop on Software Engineering for Systems-of-Systems and 11th Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems, JSOS@ICSE, Buenos Aires, Argentina, May 23, 2017;db/conf/icse/jsos2017.html;;2017
18669;7015064;;;CBMS;;;;;http://www.computer.org/csdl/proceedings/cbms/1997/7928/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4666/proceeding;;;0-8186-7928-X;;;conf/cbms/1997;2019-10-16;;;;;IEEE Computer Society;;;;;;;;10th IEEE Symposium on Computer-Based Medical Systems (CBMS '97), 11-13 June 1997, Maribor, Slovenia;db/conf/cbms/cbms1997.html;;1997
46289;8630448;;;FroCoS;;;Alessandro Armando;;https://doi.org/10.1007/3-540-45988-X;;;3-540-43381-3;;;conf/frocos/2002;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Frontiers of Combining Systems, 4th International Workshop, FroCoS 2002, Santa Margherita Ligure, Italy, April 8-10, 2002, Proceedings;db/conf/frocos/frocos2002.html;2309;2002
50050;8882078;;;GDN;;;D. Marc Kilgour|Mareike Schoop;;https://doi.org/10.1007/978-3-319-63546-0;;;978-3-319-63545-3|978-3-319-63546-0;;;conf/gdn/2017;2017-07-25;;;;;Springer;;;;Lecture Notes in Business Information Processing;db/series/lnbip/index.html;;;Group Decision and Negotiation. A Socio-Technical Perspective - 17th International Conference, GDN 2017, Stuttgart, Germany, August 14-18, 2017, Proceedings;db/conf/gdn/gdn2017.html;293;2017
44045;8496857;;;AICCSA;;;;;http://www.computer.org/csdl/proceedings/aiccsa/2008/1967/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/4488216/proceeding;;;978-1-4244-1967-8;;;conf/aiccsa/2008;2019-10-16;;;;;IEEE Computer Society;;;;;;;;The 6th ACS/IEEE International Conference on Computer Systems and Applications, AICCSA 2008, Doha, Qatar, March 31 - April 4, 2008;db/conf/aiccsa/aiccsa2008.html;;2008
38271;8212416;;;Refine;;;David Till;;https://doi.org/10.1007/978-1-4471-3240-0;;;978-3-540-19886-4;;;conf/refine/1994;2019-08-20;;;;;Springer;;;;Workshops in Computing;db/series/wic/index.html;;;6th Refinement Workshop, Proceedings of the 6th Refinement Workshop, organised by BCS-FACS, London, UK, 5-7 January 1994;db/conf/refine/refine1994.html;;1994
40238;8309425;;;SEMS@ICSE;;;Felienne Hermans|Peter Sestoft|Richard F. Paige;;http://ceur-ws.org/Vol-1355|https://nbn-resolving.org/urn:nbn:de:0074-1355-4;oa;;;;;conf/icse/2015sems;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the Second Workshop on Software Engineering Methods in Spreadsheets co-located with the 37th International Conference on Software Engineering (ICSE 2015) , Florence, Italy, May 18, 2015.;db/conf/icse/sems2015.html;1355;2015
6024;6178673;;;Mathematical Models for the Semantics of Parallelism;;;Marisa Venturini Zilli;;https://doi.org/10.1007/3-540-18419-8;;;3-540-18419-8;;;conf/ac/1986parallel;2019-05-14;;;;;Springer;;;;Lecture Notes in Computer Science;db/series/lncs/index.html;;;Mathematical Models for the Semantics of Parallelism, Advanced School, Rome, Italy, September 24 - October 1, 1986, Proceedings;db/conf/ac/parallel1986.html;280;1987
2436;5977793;;;IEEE VAST;;;;;http://www.computer.org/csdl/proceedings/vast/2010/9488/00/index.html|https://ieeexplore.ieee.org/xpl/conhome/5638583/proceeding;;;978-1-4244-9488-0;;;conf/ieeevast/2010;2020-08-11;;;;;IEEE Computer Society;;;;;;;;5th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2010, Salt Lake City, UT, USA, October 24-29, 2010, part of VisWeek 2010;db/conf/ieeevast/ieeevast2010.html;;2010
21146;7168316;;;MMSP;;;;;https://ieeexplore.ieee.org/xpl/conhome/6937466/proceeding;;;978-1-4799-5896-2;;;conf/mmsp/2014;2019-10-16;;;;;IEEE;;;;;;;;IEEE 16th International Workshop on Multimedia Signal Processing, MMSP 2014, Jakarta, Indonesia, September 22-24, 2014;db/conf/mmsp/mmsp2014.html;;2014
39165;8267841;;;DAMDID/RCDL;;;Leonid A. Kalinichenko|Nikolay A. Skvortsov|Sergey A. Stupnikov|Vladimir Sukhomlin|Yannis Manolopoulos;;http://ceur-ws.org/Vol-2277|https://nbn-resolving.org/urn:nbn:de:0074-2277-8;oa;;;;;conf/rcdl/2018;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Selected Papers of the XX International Conference on Data Analytics and Management in Data Intensive Domains (DAMDID/RCDL 2018), Moscow, Russia, October 9-12, 2018.;db/conf/rcdl/rcdl2018.html;2277;2018
3298;6015835;;;ISMB;;;Christoph W. Sensen|David Sankoff|François Major|Janice I. Glasgow|Richard H. Lathrop|Timothy G. Littlejohn;;;;;1-57735-053-7;;;conf/ismb/1998;2019-06-27;;;;;AAAI;;;;;;;;Proceedings of the 6th International Conference on Intelligent Systems for Molecular Biology (ISMB-98), Montréal, Québec, Canada, June 28 - July 1, 1998;db/conf/ismb/ismb1998.html;;1998
47868;8722441;;;Parallel and Distributed Debugging;;;Richard L. Wexelblat;;https://doi.org/10.1145/68210|https://doi.org/10.1145/69215;;;0-89791-296-9;;;conf/pdd/1988;2021-07-09;;;;;ACM;;;;;;;;Proceedings of the ACM SIGPLAN and SIGOPS Workshop on Parallel and Distributed Debugging, University of Wisconsin, Madison, Wisconsin, USA, May 5-6, 1988;db/conf/pdd/pdd88.html;;1988
34550;7985373;;;COMMitMDE@MoDELS;;;Dimitris S. Kolovos|Henry Muccini|Ivano Malavolta|Sebastien Gerard;;http://ceur-ws.org/Vol-1717|https://nbn-resolving.org/urn:nbn:de:0074-1717-1;oa;;;;;conf/models/2016commitmde;2020-02-12;;;;;CEUR-WS.org;;;;CEUR Workshop Proceedings;db/series/ceurws/index.html;;;Proceedings of the 1st International Workshop on Collaborative Modelling in MDE (COMMitMDE 2016) co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016), St. Malo, France, October 4, 2016.;db/conf/models/commitmde2016.html;1717;2016
40139;8306591;;;MiSE;;;Ana Moreira 0001|Bernhard Rumpe|Geri Georg|Joanne M. Atlee|Robert B. France|Robert Baillargeon|Steffen Zschaler;;http://dl.acm.org/citation.cfm?id=2664431|https://ieeexplore.ieee.org/xpl/conhome/6220314/proceeding|https://www.computer.org/csdl/proceedings/mise/2012/1756/00/index.html;;;978-1-4673-1757-3;;;conf/icse/2012mise;2019-10-16;;;;;IEEE Computer Society;;;;;;;;Proceedings of the 4th International Workshop on Modeling in Software Engineering, MiSE 2012, Zurich, Switzerland, June 2-3, 2012;db/conf/icse/mise2012.html;;2012
28310;7597923;;;CICC;;;;;https://ieeexplore.ieee.org/xpl/conhome/6648471/proceeding;;;;;;conf/cicc/2013;2019-10-16;;;;;IEEE;;;;;;;;Proceedings of the IEEE 2013 Custom Integrated Circuits Conference, CICC 2013, San Jose, CA, USA, September 22-25, 2013;db/conf/cicc/cicc2013.html;;2013
3271;6014022;;;ICISSP;;;Olivier Camp|Paolo Mori|Steven Furnell;;;;;978-989-758-282-0;;;conf/icissp/2018;2018-04-11;;;;;SciTePress;;;;;;;;Proceedings of the 4th International Conference on Information Systems Security and Privacy, ICISSP 2018, Funchal, Madeira - Portugal, January 22-24, 2018.;db/conf/icissp/icissp2018.html;;2018
22087;7221791;;;ICCVE;;;;;https://ieeexplore.ieee.org/xpl/conhome/8952572/proceeding;;;978-1-7281-0142-2;;;conf/iccve/2019;2020-02-06;;;;;IEEE;;;;;;;;2019 IEEE International Conference on Connected Vehicles and Expo, ICCVE 2019, Graz, Austria, November 4-8, 2019;db/conf/iccve/iccve2019.html;;2019
26839;7494061;;;EVA;;;Graham Diprose|Jonathan P. Bowen|Nick Lambert;;http://ewic.bcs.org/category/18854;archive;;;;;conf/eva/2016;2021-08-27;;;;;BCS;;;;Workshops in Computing;db/series/wic/index.html;;;Electronic Visualisation and the Arts, EVA 2016, London, UK, 12-14 July 2016;db/conf/eva/eva2016.html;;2016
